country,date,since_1st_confirmed_n_days,since_100th_confirmed_n_days,since_1st_recovered_n_days,since_100th_recovered_n_days,since_1st_deaths_n_days,since_10th_deaths_n_days,confirmed_n_lag_7d,recovered_n_lag_7d,deaths_n_lag_7d,active_n_lag_7d,confirmed_n_lag_8d,recovered_n_lag_8d,deaths_n_lag_8d,active_n_lag_8d,confirmed_n_lag_9d,recovered_n_lag_9d,deaths_n_lag_9d,active_n_lag_9d,confirmed_n_lag_10d,recovered_n_lag_10d,deaths_n_lag_10d,active_n_lag_10d,label
Cuba,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,2020-03-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Denmark,2020-03-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Diamond Princess,2020-03-02,24,21,12,0,11,0,691,0,3,688,691,0,3,688,634,1,2,631,634,1,2,631,705
Dominican Republic,2020-03-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ecuador,2020-03-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Egypt,2020-03-02,17,0,3,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,2
Estonia,2020-03-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Finland,2020-03-02,33,0,19,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6
France,2020-03-02,38,2,19,0,16,0,12,4,1,7,12,4,1,7,12,4,1,7,12,4,1,7,191
Germany,2020-03-02,35,1,18,0,0,0,16,14,0,2,16,14,0,2,16,14,0,2,16,14,0,2,159
Greece,2020-03-02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Hungary,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,2020-03-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
India,2020-03-02,32,0,15,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,5
Indonesia,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iran,2020-03-02,12,5,5,2,12,7,61,0,12,49,43,0,8,35,28,0,5,23,18,0,4,14,1501
Iraq,2020-03-02,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26
Ireland,2020-03-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Israel,2020-03-02,10,0,4,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,10
Italy,2020-03-02,31,8,9,0,10,6,229,1,7,221,155,2,3,150,62,1,2,59,20,0,1,19,2036
Japan,2020-03-02,40,10,36,0,18,0,159,22,1,136,147,22,1,124,122,22,1,99,105,22,1,82,274
Kazakhstan,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea, South,2020-03-02,40,11,24,0,11,6,833,18,8,807,602,18,6,578,433,16,2,415,204,16,2,186,4335
Kuwait,2020-03-02,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56
Latvia,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lebanon,2020-03-02,10,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,13
Lithuania,2020-03-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luxembourg,2020-03-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malaysia,2020-03-02,37,0,24,0,0,0,22,18,0,4,22,15,0,7,22,15,0,7,22,15,0,7,29
Mexico,2020-03-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Moldova,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Netherlands,2020-03-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
New Zealand,2020-03-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Niger,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,2020-03-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
North Macedonia,2020-03-02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pakistan,2020-03-02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Panama,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2020-03-02,32,0,19,0,29,0,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3
Poland,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Qatar,2020-03-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Romania,2020-03-02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Russia,2020-03-02,31,0,19,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,3
Saudi Arabia,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Serbia,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,2020-03-02,39,2,23,0,0,0,89,51,0,38,89,51,0,38,85,37,0,48,85,37,0,48,108
Slovakia,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-03-02,30,0,16,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,120
Sweden,2020-03-02,31,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,15
Switzerland,2020-03-02,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Thailand,2020-03-02,40,0,36,0,1,0,35,21,0,14,35,21,0,14,35,17,0,18,35,17,0,18,43
Tunisia,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,2020-03-02,33,0,19,0,0,0,13,4,0,9,13,4,0,9,13,4,0,9,9,4,0,5,21
United Kingdom,2020-03-02,31,0,19,0,0,0,13,8,0,5,9,8,0,1,9,8,0,1,9,8,0,1,40
Uruguay,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,2020-03-02,40,0,22,0,2,0,51,5,0,46,15,5,0,10,15,5,0,10,15,5,0,10,98
Venezuela,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,2020-03-03,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
Albania,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2020-03-03,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Andorra,2020-03-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Armenia,2020-03-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Australia,2020-03-03,37,0,33,0,2,0,15,11,0,4,15,11,0,4,15,11,0,4,15,11,0,4,39
Austria,2020-03-03,7,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21
Azerbaijan,2020-03-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bangladesh,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,2020-03-03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Belgium,2020-03-03,28,0,15,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,13
Bosnia and Herzegovina,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-03,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bulgaria,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,2020-03-03,37,0,20,0,0,0,11,3,0,8,10,3,0,7,9,3,0,6,9,3,0,6,30
Chile,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
China,2020-03-03,41,41,41,35,41,41,77754,27676,2665,47413,77241,25015,2595,49631,77022,23187,2445,51390,77001,22699,2443,51859,80261
Colombia,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,2020-03-03,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
Cuba,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,2020-03-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Denmark,2020-03-03,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Diamond Princess,2020-03-03,25,22,13,0,12,0,691,0,3,688,691,0,3,688,691,0,3,688,634,1,2,631,706
Dominican Republic,2020-03-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ecuador,2020-03-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Egypt,2020-03-03,18,0,4,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,2
Estonia,2020-03-03,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Finland,2020-03-03,34,0,20,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6
France,2020-03-03,39,3,20,0,17,0,14,11,1,2,12,4,1,7,12,4,1,7,12,4,1,7,204
Germany,2020-03-03,36,2,19,0,0,0,17,14,0,3,16,14,0,2,16,14,0,2,16,14,0,2,196
Greece,2020-03-03,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Hungary,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,2020-03-03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
India,2020-03-03,33,0,16,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,5
Indonesia,2020-03-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iran,2020-03-03,13,6,6,3,13,8,95,0,16,79,61,0,12,49,43,0,8,35,28,0,5,23,2336
Iraq,2020-03-03,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,32
Ireland,2020-03-03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Israel,2020-03-03,11,0,5,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,12
Italy,2020-03-03,32,9,10,1,11,7,322,1,10,311,229,1,7,221,155,2,3,150,62,1,2,59,2502
Japan,2020-03-03,41,11,37,0,19,0,170,22,1,147,159,22,1,136,147,22,1,124,122,22,1,99,293
Kazakhstan,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea, South,2020-03-03,41,12,25,0,12,7,977,22,10,945,833,18,8,807,602,18,6,578,433,16,2,415,5186
Kuwait,2020-03-03,8,0,0,0,0,0,11,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,56
Latvia,2020-03-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lebanon,2020-03-03,11,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,13
Lithuania,2020-03-03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luxembourg,2020-03-03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malaysia,2020-03-03,38,0,25,0,0,0,22,18,0,4,22,18,0,4,22,15,0,7,22,15,0,7,36
Mexico,2020-03-03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Moldova,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2020-03-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Netherlands,2020-03-03,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
New Zealand,2020-03-03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Niger,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,2020-03-03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
North Macedonia,2020-03-03,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pakistan,2020-03-03,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Panama,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2020-03-03,33,0,20,0,30,0,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3
Poland,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2020-03-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Qatar,2020-03-03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Romania,2020-03-03,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Russia,2020-03-03,32,0,20,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,3
Saudi Arabia,2020-03-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Serbia,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,2020-03-03,40,3,24,0,0,0,91,53,0,38,89,51,0,38,89,51,0,38,85,37,0,48,110
Slovakia,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-03-03,31,1,17,0,0,0,6,2,0,4,2,2,0,0,2,2,0,0,2,2,0,0,165
Sweden,2020-03-03,32,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,21
Switzerland,2020-03-03,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56
Thailand,2020-03-03,41,0,37,0,2,0,37,22,0,15,35,21,0,14,35,21,0,14,35,17,0,18,43
Tunisia,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,2020-03-03,34,0,20,0,0,0,13,4,0,9,13,4,0,9,13,4,0,9,13,4,0,9,27
United Kingdom,2020-03-03,32,0,20,0,0,0,13,8,0,5,13,8,0,5,9,8,0,1,9,8,0,1,51
Uruguay,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,2020-03-03,41,0,23,0,3,0,51,6,0,45,51,5,0,46,15,5,0,10,15,5,0,10,118
Venezuela,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,2020-03-04,9,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
Albania,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2020-03-04,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12
Andorra,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,2020-03-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Armenia,2020-03-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Australia,2020-03-04,38,0,34,0,3,0,15,11,0,4,15,11,0,4,15,11,0,4,15,11,0,4,52
Austria,2020-03-04,8,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,29
Azerbaijan,2020-03-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bangladesh,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,2020-03-04,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Belgium,2020-03-04,29,0,16,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,23
Bosnia and Herzegovina,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-03-04,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Bulgaria,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,2020-03-04,38,0,21,0,0,0,11,3,0,8,11,3,0,8,10,3,0,7,9,3,0,6,33
Chile,2020-03-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
China,2020-03-04,42,42,42,36,42,42,78166,30084,2717,45365,77754,27676,2665,47413,77241,25015,2595,49631,77022,23187,2445,51390,80386
Colombia,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,2020-03-04,8,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10
Cuba,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,2020-03-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Denmark,2020-03-04,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Diamond Princess,2020-03-04,26,23,14,0,13,0,705,10,4,691,691,0,3,688,691,0,3,688,691,0,3,688,706
Dominican Republic,2020-03-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ecuador,2020-03-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Egypt,2020-03-04,19,0,5,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,2
Estonia,2020-03-04,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Finland,2020-03-04,35,0,21,0,0,0,2,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,6
France,2020-03-04,40,4,21,0,18,0,18,11,2,5,14,11,1,2,12,4,1,7,12,4,1,7,288
Germany,2020-03-04,37,3,20,0,0,0,27,15,0,12,17,14,0,3,16,14,0,2,16,14,0,2,262
Greece,2020-03-04,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
Hungary,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iceland,2020-03-04,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
India,2020-03-04,34,0,17,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,28
Indonesia,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iran,2020-03-04,14,7,7,4,14,9,139,49,19,71,95,0,16,79,61,0,12,49,43,0,8,35,2922
Iraq,2020-03-04,9,0,0,0,0,0,5,0,0,5,1,0,0,1,1,0,0,1,0,0,0,0,35
Ireland,2020-03-04,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Israel,2020-03-04,12,0,6,0,0,0,2,0,0,2,1,0,0,1,1,0,0,1,1,0,0,1,15
Italy,2020-03-04,33,10,11,2,12,8,453,3,12,438,322,1,10,311,229,1,7,221,155,2,3,150,3089
Japan,2020-03-04,42,12,38,0,20,0,189,22,2,165,170,22,1,147,159,22,1,136,147,22,1,124,331
Kazakhstan,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea, South,2020-03-04,42,13,26,0,13,8,1261,22,12,1227,977,22,10,945,833,18,8,807,602,18,6,578,5621
Kuwait,2020-03-04,9,0,0,0,0,0,26,0,0,26,11,0,0,11,1,0,0,1,0,0,0,0,56
Latvia,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lebanon,2020-03-04,12,0,0,0,0,0,2,0,0,2,1,0,0,1,1,0,0,1,1,0,0,1,13
Lithuania,2020-03-04,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luxembourg,2020-03-04,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malaysia,2020-03-04,39,0,26,0,0,0,22,18,0,4,22,18,0,4,22,18,0,4,22,15,0,7,50
Mexico,2020-03-04,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Moldova,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Netherlands,2020-03-04,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
New Zealand,2020-03-04,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Niger,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,2020-03-04,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
North Macedonia,2020-03-04,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Pakistan,2020-03-04,7,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
Panama,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2020-03-04,34,0,21,0,31,0,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3
Poland,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Portugal,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Qatar,2020-03-04,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Romania,2020-03-04,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Russia,2020-03-04,33,0,21,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,3
Saudi Arabia,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Serbia,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,2020-03-04,41,4,25,0,0,0,93,62,0,31,91,53,0,38,89,51,0,38,89,51,0,38,110
Slovakia,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2020-03-04,32,2,18,0,1,0,13,2,0,11,6,2,0,4,2,2,0,0,2,2,0,0,222
Sweden,2020-03-04,33,0,0,0,0,0,2,0,0,2,1,0,0,1,1,0,0,1,1,0,0,1,35
Switzerland,2020-03-04,8,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,90
Thailand,2020-03-04,42,0,38,0,3,0,40,22,0,18,37,22,0,15,35,21,0,14,35,21,0,14,43
Tunisia,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
